department,urban.rural,treatment,ID_IE,HM_Sex,HM_Age,Year_HM_ttl,Year_HM_this_school,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1,HM_Teacher_Title__2,HM_Teacher_Title__3,HM_Degree_Teacher__1,HM_Degree_Teacher__2,HM_Degree_Teacher__3,HM_Degree_Teacher__4,HM_Degree_Teacher__5,HM_Degree_Teacher__6,HM_Degree_Teacher__7,HM_Degree_Teacher__8,Number_G7_Students_AM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__3,Meal_Provision,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Difficult_teach_e__1,Difficult_teach_e__2,Difficult_teach_e__3,Difficult_teach_e__4,Difficult_teach_e__5,Difficult_teach_e__6,Suggestion_to_Teachr__1,Suggestion_to_Teachr__2,Suggestion_to_Teachr__3,Suggestion_to_Teachr__4,Suggestion_to_Teachr__5,Suggestion_to_Teachr__6,RP_e,RP_Frequency,RP_Participant_schls__1,RP_Participant_schls__2,RP_Participant_schls__3,RP_Participant_schls__4,RP_Theme_test_e,RP_Theme_test_cmpr_e,RP_Theme_test_rvw_e,Meeting_Parents_Association,Vice_Headmaster,Number_of_Teachers,Observe_Lesson,Observe_Lesson_G7_e,same_HM_YorN_f,timing_end,timing_fus,treatment_d,treatment_2018,treatment_2019
SAN MIGUEL,Urbana,Treatment,414081,1,60,8,8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,55,0,406,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,2,0,0,1,0,1,2,1,1,1,15,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Control,427805,1,48,14,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,40,16,410,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,2,19,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,427805,1,48,14,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,40,16,410,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,2,1,1,2,19,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Treatment,414472,1,62,10,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,196,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,3,1,1,0,0,1,2,1,1,1,3,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,414472,1,62,10,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,196,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,2,NA,NA,1,1,3,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Control,428374,1,58,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27,15,374,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,2,1,0,0,0,1,2,2,1,2,18,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,428374,1,58,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27,15,374,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,2,NA,NA,1,2,18,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,427207,0,53,7,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,138,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,0,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,427207,0,53,7,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,138,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,0,9,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,418919,1,52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17,0,141,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,2,1,1,0,8,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,418919,1,52,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17,0,141,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,2,1,1,0,8,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,418068,0,56,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,149,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,2,1,1,7,1,1,2,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,418068,0,51,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,19,149,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,1,1,7,1,1,2,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,415466,1,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,137,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,1,2,1,1,1,10,1,2,2,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,415466,0,49,6,3,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,29,0,137,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,2,2,1,1,10,1,1,2,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,415726,0,45,20,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,22,158,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,1,2,1,1,1,3,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,415726,0,45,20,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,22,158,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,1,1,1,1,1,3,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,416816,1,54,10,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26,0,218,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,1,1,10,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,416816,1,54,10,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26,0,218,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,1,1,1,1,1,10,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,417248,0,47,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9,0,134,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,1,5,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,417248,0,47,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9,0,134,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,NA,NA,1,1,5,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,419730,1,54,16,2,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,52,13,382,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,1,14,1,1,2,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,419730,1,36,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,13,382,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2,1,1,1,14,1,1,2,0,1,1,0,1
SAN MIGUEL,Rural,Control,432913,0,50,9,9,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,26,224,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,1,10,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,432913,0,50,9,9,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,26,224,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,1,2,1,1,1,10,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,432229,0,59,14,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,247,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,1,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,432229,0,59,14,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,247,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,9,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,430300,1,60,16,16,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,28,28,515,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,1,1,16,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,430300,1,60,16,16,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,28,28,515,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,16,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,434443,1,53,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,13,0,133,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,9,1,1,2,1,0,0,0,0
SAN MIGUEL,Rural,Control,434443,0,49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,133,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,2,0,1,0,0,1,1,1,1,1,9,1,1,2,0,1,0,0,0
SAN MIGUEL,Rural,Treatment,418596,1,50,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,45,317,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,5,1,2,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,418596,1,50,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,45,317,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,420786,0,53,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14,0,86,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,2,1,1,1,7,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,420786,0,53,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14,0,86,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,1,2,1,1,1,7,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,419634,0,52,24,18,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,53,0,325,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,14,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,419634,0,52,24,18,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,53,0,325,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,1,14,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,431802,1,54,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,25,202,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,2,2,1,1,12,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,431802,1,54,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,25,202,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,0,0,1,2,1,1,1,12,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,433256,1,49,19,19,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,49,22,525,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,2,NA,NA,1,2,16,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,433256,1,49,19,19,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,49,22,525,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,3,0,1,0,0,1,1,1,1,2,16,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,431814,0,37,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34,29,666,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,1,0,0,1,1,1,1,2,31,2,1,2,0,1,0,0,0
SAN MIGUEL,Rural,Control,431814,1,40,5,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,34,29,666,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,2,1,1,2,31,1,1,2,1,0,0,0,0
SAN MIGUEL,Urbana,Control,428482,1,57,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,39,39,664,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,2,26,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,428482,1,57,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,39,39,664,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,1,2,1,1,2,26,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Treatment,415170,1,62,18,18,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,114,75,1426,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,2,1,1,0,0,1,1,1,1,2,43,2,2,2,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,415170,0,54,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,114,75,1426,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,NA,NA,1,2,43,1,1,2,1,0,1,1,0
SAN MIGUEL,Urbana,Control,430286,1,66,6,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40,11,435,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,0,1,0,0,1,2,2,1,2,25,1,1,2,0,1,0,0,0
SAN MIGUEL,Urbana,Control,430286,0,68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,40,11,435,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,2,1,0,0,0,1,2,1,1,2,25,1,1,2,1,0,0,0,0
SAN MIGUEL,Urbana,Control,429613,1,59,16,16,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,33,0,282,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,1,0,0,0,1,2,2,1,1,9,1,1,2,1,0,0,0,0
SAN MIGUEL,Urbana,Control,429613,0,58,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33,0,282,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,NA,NA,1,1,9,1,1,2,0,1,0,0,0
SAN MIGUEL,Rural,Control,434096,1,48,18,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,109,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,3,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,434096,1,48,18,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,109,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,2,1,1,1,3,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Treatment,415656,0,51,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,91,28,1023,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,2,58,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,415656,0,51,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,91,28,1023,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,2,1,2,58,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Treatment,417208,0,48,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,29,573,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,2,1,0,0,0,1,2,1,1,2,19,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Treatment,417208,0,48,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,29,573,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,2,1,2,19,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,416079,1,55,8,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,68,38,835,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,3,1,0,0,0,1,1,1,1,2,43,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,416079,1,55,8,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,68,38,835,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,2,NA,NA,1,2,43,NA,NA,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,433278,0,45,6,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36,0,273,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,1,1,1,12,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,433278,0,45,6,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36,0,273,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,2,1,1,1,12,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Treatment,417287,1,40,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,10,332,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,1,1,1,2,18,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,417287,1,40,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,10,332,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,1,2,18,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Control,430633,1,55,15,15,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,47,0,327,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,1,2,1,1,1,20,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,430633,1,55,15,15,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,47,0,327,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,20,1,1,1,1,0,0,0,0
LA UNION,Rural,Treatment,324228,0,55,6,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,17,108,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,2,1,1,0,0,2,NA,NA,1,1,2,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,324228,0,55,6,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,17,108,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,0
