department,urban.rural,treatment,ID_IE,year_survey,month_survey,Sex,Age,Year_HM_ttl,Year_HM_this_school,Highest_Degree,Highest_Degree_other,Degree_Teacher__1,Degree_Teacher__2,Degree_Teacher__3,Degree_Teacher__4,Degree_Teacher__5,Degree_Teacher__6,Degree_Teacher__7,Degree_Teacher__8,Teacher_Title__1,Teacher_Title__2,Teacher_Title__3,Teacher_Title__4,Multi_shift_G1__1,Multi_shift_G1__2,Multi_shift_G2__1,Multi_shift_G2__2,Multi_shift_G3__1,Multi_shift_G3__2,Multi_shift_G4__1,Multi_shift_G4__2,Multi_shift_G5__1,Multi_shift_G5__2,Multi_shift_G6__1,Multi_shift_G6__2,Multi_shift_G7__1,Multi_shift_G7__2,Multi_shift_G8__1,Multi_shift_G8__2,Multi_shift_G9__1,Multi_shift_G9__2,Number_Female_G1_Students_AM,Number_Male_G1_Students_AM,Number_Female_G2_Students_AM,Number_Male_G2_Students_AM,Number_Female_G3_Students_AM,Number_Male_G3_Students_AM,Number_Female_G4_Students_AM,Number_Male_G4_Students_AM,Number_Female_G5_Students_AM,Number_Male_G5_Students_AM,Number_Female_G6_Students_AM,Number_Male_G6_Students_AM,Number_Female_G7_Students_AM,Number_Male_G7_Students_AM,Number_Female_G8_Students_AM,Number_Male_G8_Students_AM,Number_Female_G9_Students_AM,Number_Male_G9_Students_AM,Number_Female_G1_Students_PM,Number_Male_G1_Students_PM,Number_Female_G2_Students_PM,Number_Male_G2_Students_PM,Number_Female_G3_Students_PM,Number_Male_G3_Students_PM,Number_Female_G4_Students_PM,Number_Male_G4_Students_PM,Number_Female_G5_Students_PM,Number_Male_G5_Students_PM,Number_Female_G6_Students_PM,Number_Male_G6_Students_PM,Number_Female_G7_Students_PM,Number_Male_G7_Students_PM,Number_Female_G8_Students_PM,Number_Male_G8_Students_PM,Number_Female_G9_Students_PM,Number_Male_G9_Students_PM,Number_of_Teachers,Vice_Headmaster,Multi_section_G2__1,Multi_section_G2__2,Multi_section_G7__1,Multi_section_G7__2,Enrol_Female_G1_AM,Enrol_Male_G1_AM,Enrol_Female_G2_AM,Enrol_Male_G2_AM,Enrol_Female_G3_AM,Enrol_Male_G3_AM,Enrol_Female_G7_AM,Enrol_Male_G7_AM,Enrol_Female_G8_AM,Enrol_Male_G8_AM,Enrol_Female_G9_AM,Enrol_Male_G9_AM,Enrol_Female_G1_PM,Enrol_Male_G1_PM,Enrol_Female_G2_PM,Enrol_Male_G2_PM,Enrol_Female_G3_PM,Enrol_Male_G3_PM,Enrol_Female_G7_PM,Enrol_Male_G7_PM,Enrol_Female_G8_PM,Enrol_Male_G8_PM,Enrol_Female_G9_PM,Enrol_Male_G9_PM,Dropout_Female_G1_AM,Dropout_Male_G1_AM,Dropout_Female_G2_AM,Dropout_Male_G2_AM,Dropout_Female_G3_AM,Dropout_Male_G3_AM,Dropout_Female_G7_AM,Dropout_Male_G7_AM,Dropout_Female_G8_AM,Dropout_Male_G8_AM,Dropout_Female_G9_AM,Dropout_Male_G9_AM,Dropout_Female_G1_PM,Dropout_Male_G1_PM,Dropout_Female_G2_PM,Dropout_Male_G2_PM,Dropout_Female_G3_PM,Dropout_Male_G3_PM,Dropout_Female_G7_PM,Dropout_Male_G7_PM,Dropout_Female_G8_PM,Dropout_Male_G8_PM,Dropout_Female_G9_PM,Dropout_Male_G9_PM,Transfer_Female_G1_AM,Transfer_Male_G1_AM,Transfer_Female_G2_AM,Transfer_Male_G2_AM,Transfer_Female_G3_AM,Transfer_Male_G3_AM,Transfer_Female_G7_AM,Transfer_Male_G7_AM,Transfer_Female_G8_AM,Transfer_Male_G8_AM,Transfer_Female_G9_AM,Transfer_Male_G9_AM,Transfer_Female_G1_PM,Transfer_Male_G1_PM,Transfer_Female_G2_PM,Transfer_Male_G2_PM,Transfer_Female_G3_PM,Transfer_Male_G3_PM,Transfer_Female_G7_PM,Transfer_Male_G7_PM,Transfer_Female_G8_PM,Transfer_Male_G8_PM,Transfer_Female_G9_PM,Transfer_Male_G9_PM,Repeat_Female_G1_AM,Repeat_Male_G1_AM,Repeat_Female_G2_AM,Repeat_Male_G2_AM,Repeat_Female_G3_AM,Repeat_Male_G3_AM,Repeat_Female_G7_AM,Repeat_Male_G7_AM,Repeat_Female_G8_AM,Repeat_Male_G8_AM,Repeat_Female_G9_AM,Repeat_Male_G9_AM,Repeat_Female_G1_PM,Repeat_Male_G1_PM,Repeat_Female_G2_PM,Repeat_Male_G2_PM,Repeat_Female_G3_PM,Repeat_Male_G3_PM,Repeat_Female_G7_PM,Repeat_Male_G7_PM,Repeat_Female_G8_PM,Repeat_Male_G8_PM,Repeat_Female_G9_PM,Repeat_Male_G9_PM,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__1,Internet_Place__2,Internet_Place__3,Internet_Place__4,Meal_Provision,Supplement_Class,Donor_Project__1,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,treatment_d,Highest_Degree_highschool,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_professorate,Number_G1_Students_AM,Number_G2_Students_AM,Number_G3_Students_AM,Number_G4_Students_AM,Number_G5_Students_AM,Number_G6_Students_AM,Number_G7_Students_AM,Number_G8_Students_AM,Number_G9_Students_AM,Number_G1_Students_PM,Number_G2_Students_PM,Number_G3_Students_PM,Number_G4_Students_PM,Number_G5_Students_PM,Number_G6_Students_PM,Number_G7_Students_PM,Number_G8_Students_PM,Number_G9_Students_PM,Number_G1_Students_AM_r,Number_G2_Students_AM_r,Number_G3_Students_AM_r,Number_G4_Students_AM_r,Number_G5_Students_AM_r,Number_G6_Students_AM_r,Number_G7_Students_AM_r,Number_G8_Students_AM_r,Number_G9_Students_AM_r,Number_G1_Students_PM_r,Number_G2_Students_PM_r,Number_G3_Students_PM_r,Number_G4_Students_PM_r,Number_G5_Students_PM_r,Number_G6_Students_PM_r,Number_G7_Students_PM_r,Number_G8_Students_PM_r,Number_G9_Students_PM_r,Number_total_Students,repeat_rate_g2_am,repeat_rate_g7_am,repeat_rate_g2_pm,repeat_rate_g7_pm,drop_out_rate_g2_am,drop_out_rate_g7_am,drop_out_rate_g2_pm,drop_out_rate_g7_pm,Donor_Project
SAN VICENTE,Urbana,Control,612014,2018,2,1,45,2,2,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,16,17,16,16,12,13,13,7,11,9,9,14,9,15,11,9,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,0,0,16,19,13,14,15,7,10,14,7,11,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,1,1,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,33,32,25,20,20,23,24,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,32,25,20,20,23,24,20,13,0,0,0,0,0,0,0,0,0,210,0.074074074,0,NA,NA,0.111111111,0.166666667,NA,NA,1
SAN VICENTE,Rural,Control,621689,2018,2,1,48,8,7,5,,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,15,15,11,8,10,11,NA,NA,NA,NA,14,13,11,12,NA,NA,NA,NA,10,16,12,7,14,8,13,20,13,12,NA,NA,10,13,15,12,13,12,8,1,0,0,0,0,14,13,12,12,12,12,0,0,NA,NA,NA,NA,15,12,13,11,7,16,15,12,14,14,11,9,3,2,3,0,2,2,0,0,NA,NA,NA,NA,2,4,1,1,1,3,1,1,1,1,1,1,2,1,2,0,2,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,30,19,21,NA,NA,27,23,NA,NA,26,19,22,33,25,NA,23,27,25,30,19,21,0,0,27,23,0,0,26,19,22,33,25,0,23,27,25,320,0,NA,0,0,0.125,NA,0.083333333,0.074074074,1
SAN VICENTE,Rural,Control,618647,2018,2,1,41,8,8,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,7,14,5,9,6,13,5,13,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,8,7,7,8,7,5,8,2,0,0,0,0,7,10,6,13,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,5,8,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,21,14,19,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15,15,12,21,14,19,18,16,0,0,0,0,0,0,0,0,0,16,15,15,12,146,0,NA,NA,0,0.052631579,NA,NA,0,1
SAN VICENTE,Rural,Control,619771,2018,2,0,53,12,12,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,10,6,11,9,1,4,2,2,3,6,5,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,9,1,8,7,6,1,0,0,0,0,0,0,2,5,8,6,8,8,10,7,10,11,5,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,20,5,4,9,15,0,0,0,0,NA,NA,NA,NA,NA,15,10,15,16,20,5,4,9,15,0,0,0,0,0,0,0,0,0,15,10,15,109,0.142857143,0.125,NA,NA,0,0.125,NA,NA,1
SAN VICENTE,Rural,Control,615529,2018,3,0,48,8,8,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,26,28,27,17,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,15,23,14,9,11,15,10,9,10,9,9,1,1,0,0,0,31,29,28,18,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10,10,11,10,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,38,23,26,19,19,54,44,52,0,0,0,0,0,0,0,0,0,35,38,23,26,19,19,310,0,NA,NA,0,0,NA,NA,0,1
SAN VICENTE,Rural,Treatment,589068,2018,2,1,57,5,5,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,14,11,23,11,12,16,13,11,10,12,18,12,12,17,18,22,12,12,NA,NA,NA,NA,NA,NA,16,6,7,15,18,8,9,16,15,2,0,0,1,1,NA,NA,NA,NA,14,11,10,12,18,12,12,17,18,22,12,12,NA,NA,7,15,13,8,9,6,NA,NA,NA,NA,2,0,7,9,2,3,0,1,1,7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,2,0,0,1,1,1,3,2,2,3,1,NA,NA,2,1,0,1,7,5,NA,NA,NA,NA,1,0,0,1,0,2,0,0,0,0,0,3,NA,NA,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,NA,NA,25,34,28,24,22,30,29,40,24,NA,NA,NA,22,22,26,25,0,0,25,34,28,24,22,30,29,40,24,0,0,0,22,22,26,25,351,NA,0.045454545,0.125,0,NA,0.727272727,0,0,1
SAN VICENTE,Rural,Control,618222,2018,2,0,43,12,11,2,,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,7,12,7,14,7,13,10,8,10,11,2,9,10,16,8,8,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,0,0,NA,NA,NA,NA,NA,NA,11,12,4,9,7,7,13,10,11,6,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,2,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,1,0,0,1,0,2,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,19,21,20,18,21,11,26,16,22,NA,NA,NA,NA,NA,NA,0,0,0,19,21,20,18,21,11,26,16,22,0,0,0,0,0,0,174,NA,0.173913043,0.117647059,NA,NA,0.086956522,0,NA,1
SAN VICENTE,Rural,Treatment,586071,2018,2,1,51,10,9,5,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,5,14,12,11,12,6,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,18,12,22,23,14,26,17,18,7,1,0,0,0,0,13,12,12,10,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,29,16,20,14,9,1,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,0,1,1,1,0,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,19,23,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,45,40,35,19,23,18,20,0,0,0,0,0,0,0,0,0,25,30,45,40,35,255,0.090909091,NA,NA,0.075,0.090909091,NA,NA,0.1,1
SAN VICENTE,Urbana,Treatment,584107,2018,2,0,41,2,2,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,12,18,10,13,7,12,NA,NA,NA,NA,NA,NA,15,22,11,10,7,21,NA,NA,NA,NA,NA,NA,11,10,14,11,15,10,NA,NA,NA,NA,NA,NA,9,1,1,0,0,0,12,15,10,11,7,11,15,20,11,10,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,23,19,NA,NA,NA,37,21,28,NA,NA,NA,21,25,25,NA,NA,NA,30,23,19,0,0,0,37,21,28,0,0,0,21,25,25,0,0,0,229,0.047619048,0.057142857,NA,NA,0,0,NA,NA,1
SAN VICENTE,Rural,Control,621226,2018,2,1,44,13,5,2,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,7,15,11,7,9,6,9,6,NA,NA,NA,NA,7,6,8,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,8,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,11,9,10,5,7,10,10,7,6,9,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,2,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,18,15,15,NA,NA,13,14,11,NA,NA,NA,NA,14,14,NA,NA,NA,22,18,15,15,0,0,13,14,11,0,0,0,0,14,14,0,0,0,136,0.133333333,0.058823529,NA,NA,0.066666667,0.117647059,NA,NA,1
SAN VICENTE,Urbana,Control,612525,2018,2,1,59,15,15,2,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,27,20,13,15,20,21,13,17,16,17,17,25,24,24,22,29,25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,0,0,0,13,17,18,22,12,17,19,32,28,51,24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,0,4,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,0,0,0,1,5,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,47,28,41,30,33,42,48,51,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,28,41,30,33,42,48,51,64,0,0,0,0,0,0,0,0,0,384,0,0.117647059,NA,NA,0.025,0.078431373,NA,NA,1
SAN VICENTE,Rural,Control,618750,2018,2,1,55,2,2,5,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,5,5,11,2,5,12,5,6,8,13,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,9,21,12,16,11,2,0,0,0,1,12,4,11,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,28,17,20,20,10,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,1,0,2,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,13,17,11,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30,28,10,13,17,11,21,13,0,0,0,0,0,0,0,0,0,39,30,28,182,0,NA,NA,0.12195122,0,NA,NA,0.048780488,1
SAN MIGUEL,Urbana,Treatment,406682,2018,1,1,48,9,2,2,,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,14,11,16,20,12,23,5,9,16,11,15,15,16,16,15,17,14,16,0,0,0,0,0,0,13,11,NA,NA,NA,NA,3,10,0,0,0,0,15,1,0,0,0,0,20,17,11,22,10,15,16,20,19,16,14,11,0,0,0,0,10,8,0,0,0,0,6,9,2,1,2,3,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,36,35,14,27,30,32,32,30,0,0,0,24,NA,NA,13,0,0,25,36,35,14,27,30,32,32,30,0,0,0,24,0,0,13,0,0,298,0,0,NA,NA,0.151515152,0.138888889,NA,NA,1
SAN MIGUEL,Rural,Treatment,408363,2018,2,1,54,16,11,2,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,14,12,13,10,NA,NA,NA,NA,14,19,NA,NA,16,16,9,13,14,8,NA,NA,NA,NA,7,16,12,5,NA,NA,8,13,NA,NA,NA,NA,NA,NA,7,1,0,0,0,0,13,8,0,0,NA,NA,11,11,14,11,8,13,NA,NA,NA,NA,10,18,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,26,23,NA,NA,33,NA,32,22,22,NA,NA,23,17,NA,21,NA,NA,NA,26,23,0,0,33,0,32,22,22,0,0,23,17,0,21,0,0,0,219,NA,0,NA,NA,NA,0.045454545,NA,NA,1
SAN MIGUEL,Rural,Treatment,409786,2018,2,0,46,14,14,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9,7,0,4,8,7,4,3,7,10,3,3,4,8,10,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,1,4,5,5,2,2,11,1,7,8,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,16,4,15,7,17,6,12,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,15,7,17,6,12,11,12,0,0,0,0,0,0,0,0,0,100,0.1,0,NA,NA,0,0.083333333,NA,NA,1
SAN MIGUEL,Urbana,Control,421656,2018,1,0,55,14,14,2,,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,29,19,20,26,24,15,23,28,23,27,19,38,22,15,23,28,30,10,13,16,10,11,11,10,10,16,4,7,16,21,19,27,22,8,14,27,2,0,0,1,1,25,27,21,27,17,19,18,29,31,28,30,27,13,16,12,11,12,17,27,22,7,16,19,20,1,4,1,0,1,1,0,1,2,0,1,0,0,4,1,0,1,2,1,2,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,3,6,1,2,0,0,0,1,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,50,39,50,38,51,46,60,38,58,23,26,22,20,20,23,40,49,22,50,39,50,38,51,46,60,38,58,23,26,22,20,20,23,40,49,22,675,0.0625,0.021276596,0.043478261,0,0.020833333,0.021276596,0.043478261,0.06122449,1
SAN MIGUEL,Rural,Control,425315,2018,2,1,51,14,10,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,6,4,5,5,6,2,5,5,4,7,5,7,4,0,0,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,4,7,6,6,2,5,0,1,2,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,9,11,7,9,12,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,11,7,9,12,11,0,11,0,0,0,0,0,0,0,0,0,83,0,0,NA,NA,0,1,NA,NA,1
